Geneid	Length	670-105-B	670-105-F	670-1190-B	670-1190-F	670-34-B	670-34-F	716-23-B	716-23-F	716-4-B	716-4-F	716-6-B	716-6-F
sapp39966	484	0	1	0	3	2	1	2	5	0	12	0	5
sapp39965	234	0	0	2	2	0	0	0	0	0	2	0	1
sapp43327	1055	277	318	391	496	344	439	330	402	364	409	425	340
sapp43327	821	27	23	27	52	35	36	15	25	24	32	24	32
sapp43327	124	0	0	0	0	0	0	0	0	0	0	0	0
sapp43327	199	0	0	0	0	0	0	0	0	0	0	0	0
sapp43327	214	0	0	0	0	0	0	0	0	0	0	0	0
sapp43327	167	0	0	0	0	0	0	0	0	0	0	0	0
sapp43327	222	1	3	2	7	1	3	3	2	3	2	6	2
sapp43327	826	1	1	3	8	2	3	4	1	1	3	5	4
sapp43327	345	1	0	1	0	0	0	1	0	0	2	0	1
sapp43328	1675	156	27	350	88	198	67	179	71	147	53	152	71
sapp43328	804	0	0	0	0	0	0	0	0	0	0	0	0
sapp43328	1237	5	4	26	4	18	3	12	6	8	3	11	3
sapp43331	435	0	0	0	0	0	0	0	0	0	0	0	0
sapp43329	1653	164	91	229	153	169	98	154	78	148	77	176	82
sapp43330	2183	55	31	68	46	64	56	57	35	79	30	58	50
sapp43333	861	0	0	0	0	0	0	0	0	0	0	0	0
sapp43334	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp43338	1108	473	182	700	312	644	324	480	376	562	266	602	287
sapp43339	116	0	0	0	0	0	0	0	0	0	0	0	0
sapp43339	2669	110	7	131	21	98	27	87	96	113	22	129	18
sapp43339	209	7	1	10	3	2	1	3	2	7	1	8	1
sapp55096	984	0	0	0	0	0	0	0	0	0	0	1	1
sapp39264	555	0	0	0	0	0	0	0	0	0	0	0	0
sapp39262	1080	0	0	0	0	0	0	0	0	0	0	0	0
sapp39263	486	0	0	0	0	0	0	0	0	0	0	0	0
sapp39265	570	0	0	0	0	0	0	0	0	0	0	0	0
sapp39261	417	0	0	0	0	0	0	0	0	0	0	0	0
sapp39270	801	0	0	0	0	0	0	0	0	0	0	0	0
sapp39267	531	0	0	0	0	0	0	0	0	0	0	0	0
sapp39266	222	0	0	0	0	0	0	0	0	0	0	0	0
sapp39271	747	0	0	0	0	0	0	0	1	0	5	0	0
sapp39271	306	0	0	0	0	0	0	0	0	0	1	1	2
sapp39272	708	0	1	0	0	0	0	0	0	0	2	0	0
sapp39268	498	0	0	0	0	0	0	0	0	0	0	0	0
sapp39269	252	0	0	0	0	0	0	0	0	0	0	0	0
sapp39286	1791	90	100	9	19	72	279	263	399	260	443	321	375
sapp39282	360	0	0	0	0	0	0	0	0	0	0	0	1
sapp39285	333	1	0	0	0	0	0	0	0	0	0	0	0
sapp39284	1080	0	0	0	0	0	0	0	0	0	0	0	0
sapp39280	927	0	0	0	0	0	0	0	0	0	0	0	0
sapp39273	886	0	0	0	0	0	0	0	0	0	0	0	0
sapp39277	615	0	0	0	0	0	0	0	0	0	0	0	0
sapp39275	549	0	0	0	0	0	0	0	0	0	0	0	0
sapp39276	468	0	0	0	0	0	0	0	0	0	0	0	0
sapp39274	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp39281	291	0	0	0	0	0	0	0	1	0	1	0	0
sapp39278	198	0	0	0	0	0	0	0	0	0	0	0	0
sapp39279	195	0	0	0	0	0	0	0	0	0	0	0	0
sapp39288	735	0	0	0	0	0	0	0	0	0	0	0	0
sapp39293	429	0	0	0	0	0	0	0	0	0	0	0	0
sapp39290	483	0	0	0	0	0	0	0	0	0	0	0	0
sapp39292	360	0	0	0	0	0	0	0	0	0	0	0	0
sapp39297	1350	0	0	0	0	0	0	0	0	0	0	0	0
sapp39296	345	0	0	0	0	0	0	0	0	0	0	0	0
sapp55753	322	0	0	0	0	0	0	0	0	0	0	0	0
sapp55753	750	0	0	3	0	7	8	35	15	52	14	36	22
sapp55753	391	0	0	0	0	3	0	2	4	1	1	2	1
sapp33405	964	5289	1317	8885	2095	5734	2640	4209	1848	5379	2112	5181	1837
sapp33402	1800	175	5	395	14	209	28	143	19	158	12	121	20
sapp33396	3746	11455	182	8335	267	7104	1607	9307	727	6673	1023	20100	681
sapp33399	1122	109	39	163	86	128	63	110	69	141	58	131	64
sapp33398	498	23	6	68	25	46	15	56	34	80	45	80	28
sapp33400	1131	20	0	34	2	23	0	12	0	21	1	20	0
sapp33408	576	0	0	1	0	0	1	2	0	4	0	0	0
sapp33407	231	0	0	0	0	0	0	0	0	0	0	0	0
sapp33409	2297	103	75	130	105	130	93	91	63	138	67	157	71
sapp33415	3348	280	25	531	65	388	80	281	86	406	71	324	50
sapp33417	1563	94	12	134	16	111	29	89	35	103	29	87	25
sapp33411	2369	84	146	41	226	112	196	183	214	195	360	156	377
sapp33418	1134	1579	1732	3298	3608	2432	2788	2453	2654	2238	2613	2049	2468
sapp33412	1533	6	18	0	9	4	5	5	8	4	1	1	5
sapp33416	2516	676	1325	787	1529	919	1359	777	1177	707	1351	801	960
sapp33413	2909	4	0	9	0	4	0	5	0	23	0	28	0
sapp33419	387	0	0	0	0	0	0	0	0	0	0	0	0
sapp33423	1249	7	13	19	28	29	17	8	34	7	32	5	29
sapp33421	1732	95	34	158	70	122	120	68	83	101	176	99	64
sapp33424	783	120	1302	76	2086	160	1488	166	2217	903	2670	262	2524
sapp33426	1333	3974	2192	6434	2824	4668	3768	5088	2485	5332	1986	5011	2358
sapp33431	1314	17	21	27	33	34	55	27	27	23	40	22	33
sapp33427	2700	100	408	123	630	193	505	126	917	386	869	135	898
sapp33428	1584	114	21	170	43	142	46	96	56	112	44	97	41
sapp33429	1566	2	0	1	0	0	0	0	1	0	1	2	0
sapp33435	2628	45	25	115	74	87	35	64	50	53	27	68	35
sapp33440	561	0	0	0	0	0	1	0	0	0	0	1	0
sapp33437	942	0	0	0	0	0	1	0	2	1	0	0	0
sapp33433	3213	6	2	4	11	5	10	9	8	4	5	2	3
sapp33439	483	0	2	0	0	0	1	0	1	1	1	0	1
sapp33441	2878	260	78	535	173	353	161	218	109	327	123	294	92
sapp33451	1318	1358	359	1439	526	1446	641	1221	513	1189	485	1522	700
sapp33443	5014	2140	1558	3344	2524	3587	2106	3161	1948	2454	1457	3000	1704
sapp33449	1593	0	0	0	0	0	0	0	0	0	0	0	0
sapp33452	1291	2032	2519	2422	5741	2151	2078	1641	1556	1685	2346	2396	2292
sapp33450	813	0	0	0	0	0	0	0	0	0	0	0	0
sapp33450	918	0	0	0	0	0	0	0	0	0	0	0	0
sapp33447	1821	0	0	0	0	0	0	1	0	0	0	0	0
sapp33453	1846	206	125	373	248	322	208	292	185	307	173	293	151
sapp33458	3768	4	2	3	2	2	1	11	16	11	10	8	24
sapp33458	876	0	0	0	0	0	0	0	0	0	0	0	0
sapp33454	1567	211	112	370	197	265	158	212	161	246	157	269	132
sapp33454	177	5	0	2	2	2	1	1	3	1	3	4	1
sapp33454	1728	0	0	0	0	0	0	0	0	0	0	0	0
sapp33454	198	0	0	0	1	0	0	0	0	0	2	0	1
sapp33454	1768	0	0	0	0	0	0	0	0	0	0	0	0
sapp33454	162	0	0	0	0	0	0	0	0	0	2	0	1
sapp33454	45	0	0	0	0	0	0	0	0	0	0	0	0
sapp33454	2061	0	1	1	2	1	1	0	3	2	1	0	1
sapp33454	557	0	0	0	0	0	0	0	0	0	0	0	0
sapp33454	94	0	0	0	0	0	0	0	1	0	0	0	0
sapp33454	620	0	0	0	0	0	0	0	0	0	0	0	0
sapp33457	249	0	0	0	0	0	0	0	0	0	0	0	0
sapp33460	1167	0	0	0	0	0	0	0	0	0	0	0	0
sapp33461	1347	0	0	0	0	0	0	0	0	0	0	0	0
sapp33462	267	0	0	0	0	0	0	0	0	0	0	0	0
sapp34349	1399	25	0	117	0	59	4	23	3	131	0	12	1
sapp34355	1193	556	1066	775	1782	721	1006	618	1063	793	1121	769	1239
sapp34353	1002	0	0	0	0	0	0	0	0	1	0	0	0
sapp34351	1140	0	0	0	0	0	0	0	0	0	0	0	0
sapp34361	2932	856	420	1490	651	1295	705	1160	578	1112	517	1113	513
sapp34363	486	565	1351	750	1952	855	1378	606	2735	1576	3026	717	2549
sapp34358	486	0	0	0	0	0	0	0	0	0	0	0	0
sapp34359	570	0	0	0	0	0	0	0	0	0	0	0	0
sapp34356	267	0	0	0	0	0	0	0	0	0	0	0	0
sapp34365	468	0	0	0	0	0	0	0	0	0	0	0	0
sapp34366	660	0	0	0	0	0	0	0	0	0	0	0	0
sapp34369	273	0	0	0	0	0	0	0	0	0	0	0	0
sapp34367	510	0	0	0	0	0	0	0	0	0	0	0	0
sapp34371	363	0	0	0	0	0	0	0	0	0	0	0	0
sapp34378	423	0	0	0	0	0	0	0	0	0	0	0	0
sapp34379	558	0	0	0	0	0	0	0	0	0	0	0	0
sapp34377	264	0	0	0	0	0	0	0	0	0	0	0	0
sapp34377	273	0	0	0	0	0	0	0	0	0	0	0	0
sapp34377	573	0	0	0	0	0	0	0	0	0	0	0	0
sapp46961	534	0	0	0	0	0	0	0	0	0	0	0	0
sapp46962	1020	0	0	0	0	0	0	0	0	0	1	0	0
sapp46963	270	0	0	0	0	0	0	0	0	0	0	0	0
sapp46964	927	0	0	0	0	0	0	0	0	0	0	0	0
sapp46965	1433	1	0	10	0	3	0	0	0	0	0	0	0
sapp46973	972	0	0	0	0	0	1	1	1	1	0	0	0
sapp46974	432	0	0	0	0	0	0	0	0	0	0	0	0
sapp02472	384	0	0	0	0	0	0	0	0	0	0	0	0
sapp02475	558	0	0	0	0	0	0	0	0	0	0	0	0
sapp02474	495	0	0	0	0	0	0	0	0	0	0	0	0
sapp02476	264	0	0	0	0	0	0	0	0	0	0	0	0
sapp02477	291	0	0	0	0	0	0	0	0	0	0	0	0
sapp02478	264	0	0	0	0	0	0	0	0	0	0	0	0
sapp02481	342	4	0	6	1	5	0	3	1	4	0	6	0
sapp02480	627	2	0	2	0	0	0	0	0	0	0	0	0
sapp02479	1689	24	1	43	0	37	3	10	4	16	0	4	2
sapp02483	963	0	37	1	217	0	24	0	1	0	1	0	18
sapp02482	582	1	9	0	42	0	9	0	0	0	0	1	0
sapp02486	3055	342	410	527	660	501	534	521	563	550	507	449	492
sapp02485	300	0	0	0	0	0	0	0	0	0	0	0	0
sapp02484	255	3	0	1	0	0	0	4	0	3	0	2	0
sapp02494	2634	457	350	543	597	485	375	462	401	399	371	539	375
sapp02490	1521	7	1	14	2	6	4	5	6	6	4	17	1
sapp02487	1089	0	0	0	0	0	0	0	0	0	0	0	0
sapp02500	4136	952	683	1734	1414	1608	1125	1247	1033	1409	979	1233	859
sapp02503	507	0	0	0	0	0	0	0	0	2	3	0	1
sapp02502	936	6	4	3	19	8	2	91	83	80	78	73	92
sapp02501	416	7	15	20	7	37	14	17	10	15	4	5	4
sapp02501	247	43	44	126	45	163	40	64	43	50	26	28	52
sapp02501	382	0	0	0	0	0	0	0	0	0	0	0	0
sapp02504	459	0	0	0	0	1	0	0	0	1	0	0	2
sapp02509	2338	240	198	397	342	290	281	292	247	348	310	350	283
sapp02508	462	0	0	0	0	0	0	0	0	0	0	0	0
sapp02507	519	5	0	24	0	13	0	0	0	0	0	0	0
sapp02514	213	0	0	0	0	0	0	0	0	0	0	0	0
sapp02513	186	0	0	0	0	0	0	0	0	0	1	0	0
sapp02513	240	0	0	1	1	0	0	0	0	0	0	0	0
sapp02516	1273	9	46	6	70	15	52	13	36	18	36	13	39
sapp02515	609	0	0	0	0	0	0	0	0	0	1	0	0
sapp02517	948	232	206	338	304	289	220	279	216	310	214	261	212
sapp02517	45	0	0	0	0	0	0	0	0	0	0	0	0
sapp02522	564	0	0	0	0	0	0	0	0	0	0	0	0
sapp02523	324	0	0	0	0	0	0	0	0	0	1	0	0
sapp02526	2214	0	0	0	0	0	0	0	0	0	0	0	0
sapp02525	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp02524	273	0	0	0	0	0	0	0	0	0	0	0	0
sapp02529	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp02534	585	40	36	67	69	57	44	29	39	37	51	64	41
sapp02531	1533	54	39	102	79	87	64	51	50	74	42	72	46
sapp02538	381	0	0	0	0	0	0	0	0	0	0	0	0
sapp02541	228	0	0	0	0	0	0	0	0	0	0	0	0
sapp02540	1413	11	6	23	6	17	10	22	13	18	1	15	10
sapp02542	1410	0	1	0	0	0	0	0	0	0	3	0	0
sapp02546	1156	535	226	588	426	601	376	597	381	544	389	718	400
sapp02543	1941	639	317	820	377	664	415	627	892	690	426	816	437
sapp02551	990	0	0	0	0	0	0	0	0	0	1	0	0
sapp02549	291	0	0	0	0	0	0	0	0	0	1	0	0
sapp02548	519	0	0	0	0	0	0	0	0	0	0	0	0
sapp02554	384	0	0	0	0	0	0	0	0	0	0	1	0
sapp02555	843	0	0	0	0	0	0	0	0	0	0	0	0
sapp02553	1173	0	0	0	0	0	0	0	0	0	0	0	0
sapp02556	3271	416	142	548	234	511	273	463	212	481	211	523	195
sapp02556	568	0	0	0	0	0	0	0	0	0	0	0	0
sapp02556	716	0	0	0	0	0	0	0	0	0	0	0	0
sapp02561	339	0	0	0	0	0	0	0	0	0	0	0	0
sapp02562	978	0	0	0	0	2	0	1	0	0	0	1	0
sapp02566	213	0	0	0	0	0	0	0	0	0	0	0	0
sapp02572	333	0	0	0	0	0	0	0	0	0	0	0	0
sapp02569	678	0	0	0	0	0	0	0	0	0	0	0	0
sapp02571	294	0	0	0	0	0	0	0	0	0	0	0	0
sapp02578	597	0	0	0	0	0	0	0	0	0	0	0	0
sapp02576	339	0	0	0	0	0	0	0	0	0	0	0	0
sapp02574	312	0	0	0	0	0	0	0	0	0	0	0	0
sapp02575	234	0	0	0	0	0	0	0	0	0	0	0	0
sapp02577	2412	9	11	5	15	8	5	3	6	6	5	2	9
sapp02581	1455	0	1	0	0	0	1	0	0	0	0	0	0
sapp02582	417	0	0	0	0	0	0	0	0	0	0	0	0
sapp02587	525	0	0	0	0	0	0	0	0	0	0	0	0
sapp02584	1506	0	0	0	0	0	0	0	0	0	0	0	0
sapp02589	390	0	0	0	0	0	0	0	0	0	0	0	0
sapp02589	186	0	0	0	0	0	0	0	0	0	0	0	0
sapp02597	849	0	0	0	0	0	0	0	0	0	0	0	0
sapp02596	228	0	0	0	0	4	0	13	7	20	6	18	6
sapp02595	201	0	0	0	0	0	0	0	0	0	0	0	0
sapp02593	213	0	0	0	0	0	0	0	0	0	0	0	0
sapp02593	273	0	0	0	0	0	0	0	0	0	0	0	0
sapp02600	978	0	0	0	0	0	0	0	0	0	0	0	0
sapp02603	459	0	0	0	0	0	0	0	0	0	0	0	0
sapp02604	420	0	0	0	0	0	0	0	0	0	0	0	0
sapp02606	261	0	0	0	0	0	0	0	0	0	0	0	0
sapp02607	345	0	0	0	0	0	0	0	0	0	0	0	0
sapp02615	384	0	0	0	0	0	0	0	0	0	0	1	0
sapp02612	267	0	0	0	0	0	0	0	0	0	0	0	0
sapp02611	258	0	0	0	0	0	0	0	0	0	0	0	0
sapp02618	222	0	0	0	0	0	0	0	0	0	0	0	0
sapp02617	438	0	0	0	0	0	0	0	0	0	0	0	0
sapp02620	318	1	13	1	10	2	7	2	23	14	18	5	24
sapp02621	453	0	0	0	0	0	0	0	0	0	0	0	0
sapp02622	564	0	0	0	0	0	0	0	0	0	0	0	0
sapp02625	444	0	0	0	0	0	0	0	0	0	0	0	0
sapp02635	1705	491	80	863	148	559	187	617	175	626	148	632	95
sapp02634	297	84	50	112	105	85	66	66	69	64	75	88	54
sapp02632	639	264	181	405	338	329	247	292	258	302	247	368	240
sapp02631	714	0	0	0	0	0	0	0	0	0	0	0	0
sapp02628	288	1	2	4	0	1	0	1	5	1	8	3	2
sapp02638	195	0	0	0	0	0	0	0	0	0	0	0	0
sapp02638	1405	27	17	85	36	51	18	50	32	79	47	74	22
sapp02638	275	0	0	0	0	0	0	0	0	0	0	0	0
sapp02637	534	0	0	0	0	0	0	0	0	0	0	0	0
sapp02640	1338	117	357	221	434	143	410	224	361	238	414	243	488
sapp02639	1419	111	53	203	104	144	109	182	83	160	66	148	68
sapp02644	1558	167	111	255	218	173	172	204	193	225	147	186	170
sapp02645	654	0	0	0	0	0	0	0	0	0	0	0	0
sapp17745	1626	566	234	876	196	675	378	878	460	1076	543	806	405
sapp17750	189	0	0	0	0	0	0	0	0	0	0	0	0
sapp17752	189	0	0	0	0	0	0	0	0	0	0	0	0
sapp17751	291	0	0	0	0	0	0	0	0	0	0	0	0
sapp17747	2800	103	24	251	53	164	60	128	41	141	49	92	30
sapp17753	2747	173	123	209	143	212	111	190	114	160	109	195	137
sapp17759	357	0	0	0	0	0	0	0	0	0	0	0	0
sapp17758	399	0	0	0	0	0	0	0	0	0	0	0	0
sapp17760	726	0	0	0	0	0	0	0	0	0	0	0	0
sapp17762	363	0	0	0	0	0	0	0	0	0	0	0	0
sapp17762	591	0	0	0	0	0	0	0	0	0	0	0	0
sapp17765	375	0	0	0	0	0	0	0	0	0	0	0	0
sapp17764	360	0	0	0	0	0	0	0	0	0	0	0	0
sapp17766	513	0	0	0	0	0	0	0	0	0	0	0	0
sapp17763	489	0	0	0	0	0	0	0	0	0	0	0	0
sapp17761	357	0	0	0	0	0	0	0	0	0	0	0	0
sapp17767	2085	415	237	677	404	551	341	401	403	513	230	444	305
sapp17771	1932	38	33	79	51	63	49	54	68	89	105	46	48
sapp17773	3804	1189	789	1777	1279	1396	1039	1324	889	1279	860	1436	737
sapp17779	2580	694	142	1128	251	861	295	776	258	819	234	796	218
sapp17780	937	43	27	137	93	59	38	109	98	58	50	45	35
sapp17781	3568	219	266	307	409	281	314	318	690	539	853	345	976
sapp17786	807	13	0	1	0	4	2	6	1	2	1	8	1
sapp17785	834	8	1	1	0	5	1	4	0	6	0	2	5
sapp17783	369	1	0	0	0	0	0	0	0	0	0	1	1
sapp17787	636	0	0	0	0	0	0	0	0	0	0	0	0
sapp17791	3528	1236	942	2132	1871	1743	1120	1351	1093	1629	1028	1569	1057
sapp17789	3755	503	1401	644	2036	664	1628	717	1874	1098	2284	723	2059
sapp17788	1595	182	237	364	376	220	286	205	280	268	261	221	218
sapp17806	1416	5	0	1	2	2	2	0	1	0	0	2	0
sapp17803	1899	0	0	0	1	1	0	3	7	4	4	9	2
sapp17807	2351	499	148	827	219	655	235	601	183	588	149	579	221
sapp17809	432	0	0	0	0	0	0	0	0	0	0	0	0
sapp17813	501	0	0	0	0	0	0	0	0	0	0	0	0
sapp17818	654	2	1	4	3	2	2	1	2	3	1	2	2
sapp17817	231	0	0	2	0	3	0	1	1	1	1	1	0
sapp17816	14842	1943	2061	2873	2964	2345	2069	2182	1962	2393	1797	2043	1980
sapp30933	2510	59	6	266	54	308	145	332	144	287	122	331	79
sapp30929	2451	71	73	200	105	141	84	107	84	160	56	120	89
sapp30931	2207	104	70	146	114	144	108	118	88	137	112	105	82
sapp30928	1287	0	0	1	0	0	0	3	0	7	0	9	0
sapp30934	1101	1	0	6	7	35	48	94	76	92	67	116	56
sapp30926	264	1	0	2	0	0	0	0	1	2	3	3	0
sapp30935	327	0	0	0	0	0	0	0	0	0	0	0	0
sapp30942	5539	49	5	62	23	59	28	164	43	6	4	15	8
sapp30936	1649	1	2	0	0	2	6	275	94	17	4	8	5
sapp30940	546	0	0	0	0	0	0	0	1	0	0	0	0
sapp30946	1588	82	16	149	25	106	44	107	17	102	13	62	12
sapp30943	560	667	1963	1149	4689	924	2896	1194	3488	1596	3422	1461	2943
sapp30955	1278	2	5	5	9	5	2	7	2	1	9	2	4
sapp30951	837	96	2	122	11	97	3	29	5	57	0	52	9
sapp30947	2258	307	24	510	44	341	78	373	60	396	66	326	78
sapp30949	1182	158	102	241	221	173	91	138	98	168	95	180	108
sapp30954	2526	1	0	5	2	7	3	6	1	2	0	2	1
sapp30950	423	3	0	7	0	2	0	7	0	0	0	13	0
sapp30952	921	1	2	0	0	0	0	1	2	1	0	2	3
sapp30953	444	3	0	0	0	2	0	2	0	0	0	0	0
sapp30956	6184	197	186	431	319	336	328	286	252	361	216	264	189
sapp30957	670	0	0	0	0	0	0	0	0	0	0	0	0
sapp30957	238	0	0	0	0	0	0	0	0	0	0	0	0
sapp30957	636	0	0	0	0	0	0	0	0	0	0	0	0
sapp30957	447	42	35	46	46	34	38	28	47	55	47	51	43
sapp30957	648	0	0	0	0	0	0	1	0	0	0	0	0
sapp30957	153	0	0	0	0	0	0	0	0	0	0	0	0
sapp30957	161	1	1	7	1	1	0	3	1	3	3	2	1
sapp30957	1027	0	0	0	0	0	0	0	0	0	0	0	0
sapp30957	474	0	0	0	0	0	0	0	0	0	0	0	0
sapp30957	1635	95	103	255	218	176	177	137	152	162	153	188	122
sapp30957	2625	51	45	83	105	87	78	63	57	72	60	67	73
sapp30957	133	0	0	1	0	0	0	1	1	2	0	1	0
sapp30957	3947	252	332	533	467	440	393	454	415	515	332	432	357
sapp30957	282	0	0	0	0	0	0	0	0	0	0	0	0
sapp30957	2007	210	89	361	149	246	130	232	81	283	140	235	115
sapp30957	216	0	0	0	0	0	0	0	0	0	0	0	0
sapp30961	1113	55	41	64	30	62	92	43	33	38	57	35	16
sapp30971	486	0	0	14	11	4	0	1	0	3	0	0	2
sapp30962	855	0	0	2	0	8	0	9	1	2	1	5	0
sapp30965	6342	51	27	77	17	65	32	99	66	79	36	42	36
sapp30969	384	0	0	1	0	1	0	0	0	0	0	0	0
sapp30970	210	0	0	3	3	2	0	0	1	0	0	2	1
sapp30977	1920	1265	60	1291	47	969	159	821	72	647	56	919	180
sapp30979	1751	4337	2963	6420	4331	4876	3589	4302	3768	4650	3817	5048	3470
sapp30974	360	87	59	112	111	65	64	65	54	60	152	102	52
sapp30980	1214	324	163	511	238	339	269	276	248	366	201	385	177
sapp30975	1818	2832	397	4461	535	2461	739	1878	423	1786	515	2457	359
sapp30986	2067	308	442	433	526	392	529	313	386	362	350	386	385
sapp30984	650	5	1	26	1	12	1	2	1	7	0	3	1
sapp30994	360	0	0	0	0	2	0	0	2	2	1	2	6
sapp30993	513	0	0	0	0	0	0	3	16	2	7	0	4
sapp30981	121	0	0	0	0	0	0	0	0	0	0	0	0
sapp30981	1755	158	205	289	298	207	244	137	211	266	195	178	226
sapp30981	148	0	1	0	0	0	1	1	2	3	1	2	1
sapp30985	817	0	0	0	0	11	26	23	24	11	26	0	0
sapp30989	1530	607	833	709	560	700	347	707	390	963	515	749	580
sapp30990	1085	4	8	10	6	6	7	3	10	4	11	1	3
sapp30983	723	312	2579	169	3622	481	2989	488	4961	1668	4834	559	4585
sapp30988	855	256	252	293	232	251	300	241	177	323	254	312	232
sapp30999	897	0	0	0	0	0	0	0	0	2	1	0	0
sapp30995	261	0	0	0	0	0	0	0	0	0	0	0	0
sapp31001	684	0	0	0	0	0	0	0	0	0	0	0	0
sapp31001	572	0	0	0	0	0	0	0	0	0	0	0	0
sapp31001	679	29	21	30	15	36	33	9	3	16	7	33	27
sapp31002	1826	21	0	45	0	26	1	38	3	31	1	28	1
sapp30997	570	0	0	0	0	0	0	0	0	0	0	2	2
sapp31005	471	156	26	427	39	211	69	227	53	261	34	156	19
sapp31004	684	100	37	140	72	123	58	154	108	143	70	136	68
sapp30996	219	0	0	0	0	0	0	0	0	0	0	0	0
sapp31007	6511	382	453	546	1107	442	495	595	662	526	547	578	894
sapp31010	1068	0	0	0	0	0	0	0	0	0	0	0	0
sapp31008	586	22	6	80	32	60	30	18	14	17	13	22	14
sapp31008	1760	0	2	0	2	1	0	2	1	13	3	2	3
sapp31008	574	0	0	0	0	0	0	0	0	0	0	0	0
sapp37188	462	0	0	1	0	0	1	0	3	0	0	2	1
sapp37187	324	0	0	0	0	0	2	0	0	0	0	0	0
sapp37189	618	248	356	425	500	329	316	311	395	339	369	339	434
sapp37185	555	103	109	177	215	121	141	114	139	136	111	136	193
sapp37192	936	0	0	0	0	0	0	0	0	0	0	0	0
sapp37191	843	0	0	0	0	0	0	0	0	0	0	0	0
sapp37193	708	0	0	0	0	0	0	0	0	0	0	0	0
sapp37186	471	0	1	1	1	1	2	2	1	2	0	0	2
sapp37194	513	0	0	0	0	0	0	0	0	0	0	0	0
sapp37197	1438	53	4	126	14	86	16	67	17	43	5	68	7
sapp37200	231	0	0	0	0	0	0	0	0	0	0	0	0
sapp37208	1270	1510	1031	2572	1893	2013	1385	1361	1102	812	509	858	601
sapp37209	1710	0	0	0	1	0	0	0	0	38	21	25	89
sapp37206	1224	219	74	359	111	272	108	338	143	151	60	156	82
sapp37207	333	0	0	0	0	0	0	0	0	0	0	0	0
sapp53440	1509	3	1	0	0	0	1	0	2	0	6	2	0
sapp53436	1509	8	6	7	13	4	4	1	1	12	15	1	0
sapp53434	1878	22	17	20	37	20	36	1	1	32	27	5	2
sapp53435	252	0	0	0	0	0	0	0	0	0	0	1	0
sapp53438	4200	5	3	0	5	4	6	7	11	5	10	14	14
sapp49902	1476	0	0	0	0	0	0	0	0	0	0	0	0
sapp49903	849	0	0	0	0	0	0	0	0	1	0	0	0
sapp48129	867	0	0	0	0	0	0	0	0	0	0	0	0
sapp48132	1530	0	0	0	0	0	0	0	0	0	0	0	0
sapp48130	603	0	0	0	4	0	0	0	0	0	0	0	3
sapp48133	634	1	0	0	0	0	0	0	0	0	0	0	1
sapp48133	316	1	3	5	1	4	4	3	3	1	5	1	3
sapp48133	472	0	0	0	0	0	0	0	0	0	0	0	0
sapp48133	1163	445	136	821	270	600	204	456	185	566	171	549	173
sapp48133	247	0	0	0	0	0	0	0	0	0	0	0	0
sapp48137	225	0	0	0	0	0	0	0	0	0	0	0	0
sapp53041	693	0	0	0	0	0	0	0	0	0	0	0	0
sapp53042	306	0	0	0	0	0	0	0	0	0	0	0	0
sapp17045	2532	43	13	0	5	5	6	0	1	5	0	3	0
sapp17044	469	0	0	1	1	0	1	2	1	0	0	7	0
sapp17047	1569	152	29	246	52	235	61	203	61	213	35	243	52
sapp17049	2229	39	5	54	5	40	10	29	12	7	2	15	5
sapp17048	2304	444	138	744	186	540	194	556	119	491	136	630	134
sapp17057	3093	9	4	30	15	19	4	16	8	4	16	5	10
sapp17058	2190	592	620	793	1043	788	623	599	605	721	508	642	525
sapp17054	4065	0	0	2	1	0	0	2	0	1	0	0	0
sapp17050	5121	717	15	1303	76	892	153	1545	186	408	63	998	42
sapp17050	498	10	0	23	3	23	2	23	1	5	0	14	1
sapp17050	189	1	0	1	0	3	0	0	0	0	0	0	0
sapp17050	360	0	0	0	0	0	0	0	0	0	0	0	0
sapp17050	93	0	0	0	0	0	0	0	0	0	0	0	0
sapp17061	942	30	4	62	14	45	15	31	39	51	13	48	11
sapp17055	3054	21	0	24	4	22	0	15	3	11	1	24	0
sapp17052	645	9	30	1	23	19	49	7	10	16	40	12	45
sapp17052	1458	14	67	7	52	35	85	14	31	32	98	27	71
sapp17052	138	0	0	0	0	0	0	0	0	0	0	0	0
sapp17060	6156	32	26	53	45	42	22	41	30	34	37	50	34
sapp17051	572	2	0	5	0	4	0	0	0	4	0	1	0
sapp17066	4384	21	985	215	3160	103	4214	197	217	207	73	73	91
sapp17069	1500	238	180	285	272	288	239	225	147	228	138	213	119
sapp17070	634	5	4	11	8	10	9	6	4	3	6	6	1
sapp17065	1870	133	658	230	408	103	734	206	32	203	27	69	21
sapp17064	3188	267	79	471	122	320	185	303	137	330	96	246	105
sapp17063	1049	147	76	264	167	244	144	214	113	251	119	250	123
sapp17067	1830	106	60	219	155	138	135	92	60	59	34	61	30
sapp17087	444	0	0	0	1	0	0	0	0	0	0	0	0
sapp17085	687	17	8	24	20	22	7	15	13	22	14	25	8
sapp17077	587	0	0	0	0	0	0	0	0	0	0	0	0
sapp17077	644	0	0	1	0	0	0	0	0	4	0	1	0
