Geneid	Length	670-105-B	670-105-F	670-1190-B	670-1190-F	670-34-B	670-34-F	716-23-B	716-23-F	716-4-B	716-4-F	716-6-B	716-6-F
sapp53039	1854	0	0	0	0	0	0	0	0	0	0	0	0
sapp53037	717	0	0	0	0	0	0	0	0	0	0	0	0
sapp53040	717	0	0	0	0	0	0	0	0	0	0	0	0
sapp53038	675	0	0	0	0	0	0	0	0	0	0	0	0
sapp53036	342	0	0	0	0	0	0	0	0	0	0	0	0
sapp52336	1740	8	3	2	2	2	3	7	5	19	11	6	6
sapp52343	1179	0	0	0	0	0	0	0	0	0	0	0	0
sapp52340	4006	5	36	6	53	11	66	7	58	110	36	2	24
sapp52338	1771	160	11	330	12	324	15	322	60	217	28	276	108
sapp52337	1473	63	47	54	138	80	142	66	209	74	162	67	110
sapp52335	278	0	0	0	0	0	0	1	0	0	1	0	0
sapp52335	986	0	1	0	0	1	10	0	6	0	6	0	0
sapp52335	328	0	0	0	0	0	0	0	1	0	0	0	0
sapp52341	2220	5	1	1	2	4	3	9	2	14	7	2	7
sapp54656	4785	95	106	85	94	56	67	19	29	20	25	19	27
sapp55628	1065	2	0	0	0	2	0	1	4	4	4	2	0
sapp54869	3183	0	0	1	0	0	0	1	0	0	0	0	0
sapp54929	2609	2	1	1	0	1	0	1	1	3	0	0	0
sapp55121	1551	0	0	0	0	0	0	0	0	0	0	0	0
sapp55722	279	0	0	0	0	1	0	0	0	0	0	0	0
sapp55720	504	0	0	2	0	0	0	0	1	1	0	1	0
sapp55719	1984	62	322	22	652	124	454	209	669	251	731	119	710
sapp55721	195	0	0	0	0	0	0	0	0	0	0	0	0
sapp54666	246	28	12	52	34	35	86	30	38	24	25	36	16
sapp39314	391	0	0	0	0	0	0	0	0	0	0	0	0
sapp39314	2376	327	45	471	73	345	80	229	52	279	58	374	65
sapp39314	1289	0	4	22	26	19	15	15	7	23	8	17	24
sapp39315	2068	725	788	1086	1339	986	992	869	998	933	803	911	918
sapp39313	285	0	0	0	0	0	0	0	0	0	0	0	0
sapp39320	288	0	0	0	0	0	0	0	0	0	0	0	0
sapp39321	600	0	0	0	0	0	0	0	0	0	0	0	0
sapp39318	276	0	0	0	3	0	0	0	0	0	0	0	0
sapp39325	207	0	0	0	0	0	0	0	0	0	0	0	0
sapp39323	252	0	0	0	0	0	0	0	0	0	0	0	0
sapp52517	752	173	58	238	89	166	67	152	73	209	61	185	84
sapp52517	349	0	0	0	0	0	0	0	0	0	0	0	0
sapp52517	1208	45	16	59	19	44	20	53	27	42	16	55	20
sapp52509	1623	180	173	101	100	223	329	421	617	500	979	348	320
sapp52511	1623	34	21	144	158	162	107	1	7	0	1	11	10
sapp52507	10029	31	25	16	8	35	36	70	43	107	37	53	26
sapp52518	3862	39	11	44	26	51	22	27	26	48	32	49	14
sapp52515	2836	2466	925	3071	1219	2910	1796	2718	1886	3071	1197	2517	1521
sapp52514	1428	21	10	14	13	14	7	5	0	9	4	15	8
sapp52510	7008	5	1	15	11	10	14	17	6	16	11	18	13
sapp28016	822	0	0	0	0	0	0	0	0	0	0	0	0
sapp28017	267	0	0	0	0	0	0	0	0	0	0	0	0
sapp28023	972	1	2	3	5	0	31	1	3	2	4	3	1
sapp28019	1098	0	0	0	0	0	0	0	0	0	0	0	0
sapp28030	2162	928	993	1102	2731	933	614	757	650	844	1017	1086	1326
sapp28026	564	6	1	7	1	6	2	7	2	8	1	13	2
sapp28031	3515	194	220	359	342	382	286	198	221	326	238	252	155
sapp28025	378	0	1	2	0	0	1	1	0	2	5	4	4
sapp28029	1129	371	460	397	684	404	465	311	408	506	389	451	510
sapp28028	1698	48	34	73	34	69	42	62	38	83	50	89	30
sapp28027	645	3	1	5	1	2	4	5	7	3	4	12	4
sapp28035	3320	28	28	97	70	69	33	72	50	70	39	81	49
sapp28050	462	4	0	4	1	2	1	6	4	10	1	8	0
sapp28040	402	0	0	0	1	0	0	0	0	1	0	1	0
sapp28048	2376	0	0	0	0	0	0	0	0	0	0	2	0
sapp28034	783	0	0	0	0	0	0	0	0	0	0	0	0
sapp28049	1095	62	38	97	68	82	54	116	70	105	67	106	55
sapp28049	964	4	3	3	2	6	8	13	9	2	2	9	6
sapp28049	893	20	8	31	13	27	28	28	26	26	32	32	25
sapp28047	2502	51	77	84	119	78	102	104	117	118	131	86	153
sapp28038	1586	331	173	562	318	448	278	426	293	352	186	442	212
sapp28044	993	29	18	76	26	55	28	51	46	45	32	32	26
sapp28046	714	18	16	29	37	23	29	18	31	20	24	12	31
sapp28043	780	18	12	38	23	39	12	29	40	27	29	37	22
sapp28037	1815	22	3	67	12	28	7	23	16	40	10	33	10
sapp28036	327	6	0	14	1	11	8	5	5	9	3	9	2
sapp28042	495	6	0	14	6	10	4	3	3	7	4	6	4
sapp28041	222	4	2	4	5	7	2	3	4	4	3	4	3
sapp28056	1050	124	185	237	254	205	223	262	302	274	293	224	261
sapp28058	615	0	0	0	0	0	0	0	0	0	0	0	0
sapp28051	510	10	14	18	12	12	21	13	18	24	11	21	14
sapp28051	226	11	7	9	15	5	10	4	3	10	9	12	5
sapp28051	999	142	90	164	144	135	144	103	65	91	107	130	86
sapp28051	325	0	0	0	0	0	0	0	0	0	0	0	0
sapp28051	68	0	0	0	0	0	0	0	0	0	0	0	0
sapp28053	861	198	45	177	65	208	142	228	64	234	114	320	75
sapp28054	3130	530	252	758	455	658	419	632	386	626	348	556	392
sapp28057	1026	113	0	157	0	106	0	5	3	71	0	6	0
sapp28060	6371	316	373	449	566	431	494	394	429	503	515	441	474
sapp28060	1123	1	0	0	2	0	0	1	1	1	0	0	1
sapp28060	1112	0	0	0	0	0	0	0	0	0	1	0	0
sapp28066	267	0	0	0	0	0	0	0	0	0	0	0	0
sapp28066	754	0	0	0	0	0	0	0	0	0	0	0	0
sapp28066	2135	0	0	0	0	0	1	3	2	0	1	3	0
sapp28066	241	0	0	0	0	0	0	0	0	0	0	0	0
sapp28066	869	0	0	0	0	0	0	0	0	0	0	0	0
sapp28068	4514	570	120	803	213	628	203	487	506	546	182	591	420
sapp28062	1851	249	1532	295	2503	298	2040	178	1004	291	1637	327	1130
sapp28064	597	8	5	2	2	8	8	8	8	13	9	9	6
sapp28059	1068	0	0	0	0	0	0	0	0	0	0	0	0
sapp28063	813	0	0	0	0	0	0	0	1	1	5	0	0
sapp28084	1677	28	7	45	6	34	12	38	53	40	5	40	14
sapp28074	693	0	1	0	6	0	0	3	72	33	77	17	69
sapp28073	624	0	0	0	0	0	0	0	0	0	0	0	0
sapp28088	2115	0	0	0	0	0	0	0	0	0	0	0	0
sapp28069	1889	92	36	152	56	107	42	133	145	106	48	110	44
sapp28078	624	0	0	0	1	0	1	0	0	0	0	0	0
sapp28071	1831	3	13	2	23	6	7	4	24	26	137	2	46
sapp28085	552	4	2	10	5	12	4	11	10	5	8	5	6
sapp28076	546	1	0	0	3	3	1	0	0	0	0	0	0
sapp28079	1724	176	102	366	182	264	185	83	86	225	205	198	129
sapp28075	924	0	0	0	0	0	0	0	1	0	1	0	0
sapp28081	1170	0	0	2	0	1	0	0	0	0	0	0	0
sapp28072	1875	2	1	3	2	1	5	1	3	3	6	1	4
sapp28086	666	0	7	0	30	1	2	1	1	3	1	0	0
sapp28077	968	16	4	23	12	31	6	24	11	20	15	9	12
sapp28090	1803	60	268	92	397	81	355	52	214	56	198	48	271
sapp28087	4196	218	82	432	176	322	77	220	209	274	152	154	126
sapp28091	2269	255	269	347	582	289	345	258	352	264	287	320	279
sapp28089	405	15	4	21	10	19	1	5	5	7	7	4	9
sapp28103	960	1	0	9	0	4	0	6	0	7	0	11	0
sapp28104	3271	213	25	273	39	192	33	150	35	214	32	189	42
sapp28096	778	0	0	0	0	0	0	0	0	0	0	0	0
sapp28096	4848	306	269	559	478	410	479	407	373	410	300	389	304
sapp28096	2618	154	117	222	195	214	162	184	134	209	90	211	137
sapp28096	66	0	0	0	0	0	0	0	0	0	0	1	0
sapp28101	1394	189	65	316	91	282	110	246	104	226	56	216	76
sapp28093	908	453	244	534	296	574	306	402	258	447	234	509	253
sapp28094	460	0	0	0	0	0	0	0	0	0	0	0	0
sapp28094	1559	189	128	349	230	212	162	219	145	254	168	307	149
sapp28094	365	0	0	0	0	0	0	0	0	0	0	0	0
sapp28100	258	1443	636	1572	1152	1506	833	1288	678	1202	795	1815	1016
sapp28111	2476	348	71	791	180	580	163	345	112	401	85	309	97
sapp28113	885	1	0	0	0	0	0	0	0	0	0	0	0
sapp28113	717	0	0	0	0	0	0	0	0	0	0	0	0
sapp28118	678	0	0	0	0	0	0	0	0	0	0	0	1
sapp28109	3058	360	292	654	548	554	362	471	366	465	288	481	299
sapp28108	765	2	0	1	0	3	6	12	7	5	9	5	0
sapp28121	3309	1	0	0	0	1	0	0	0	0	0	1	0
sapp28106	2421	124	67	219	106	174	127	169	112	186	126	159	94
sapp28124	2277	0	0	0	0	0	0	0	0	0	0	0	0
sapp28123	471	0	0	0	0	0	0	0	0	0	0	0	0
sapp28115	1494	14	5	20	7	12	8	17	9	21	5	19	7
sapp28117	1233	26	11	37	15	25	8	21	16	22	14	19	13
sapp28126	666	11	9	21	22	15	16	18	10	16	4	11	16
sapp28114	621	8	4	7	10	3	2	14	8	3	5	8	10
sapp12751	405	0	0	0	0	0	0	0	0	0	0	0	0
sapp12759	2272	2	1	1	1	1	0	12	1	40	4	11	1
sapp12759	194	0	0	0	0	0	0	0	0	0	0	0	0
sapp12759	470	0	0	0	0	0	0	0	0	0	0	1	0
sapp12759	116	0	0	0	0	0	0	0	0	0	0	0	0
sapp12759	349	0	0	0	0	0	0	0	0	0	0	0	0
sapp12755	750	0	0	0	0	0	0	0	0	0	0	0	0
sapp12758	756	0	0	0	0	0	0	0	0	0	0	1	0
sapp12752	4786	0	2	0	2	50	117	0	0	4	2	1	0
sapp12752	1110	0	0	0	0	0	0	0	0	0	0	0	0
sapp12752	6225	12	13	15	11	41	50	55	163	136	262	59	167
sapp12752	1191	0	0	0	0	0	0	0	0	0	0	0	0
sapp12752	3951	17	14	10	9	49	67	14	27	42	57	11	18
sapp12756	528	1	0	1	0	5	4	3	2	11	8	0	0
sapp12750	36	2	0	0	0	0	0	0	0	0	0	0	0
sapp12750	1332	1	2	1	4	1	11	0	0	0	0	0	0
sapp12750	66	0	0	0	0	0	0	0	0	0	0	0	0
sapp12766	4653	563	320	469	289	517	526	576	475	633	468	491	314
sapp12760	2705	115	17	290	79	210	69	168	78	208	70	137	32
sapp12772	774	33	23	125	54	152	45	59	60	80	30	62	36
sapp12764	2336	0	0	0	1	1	1	2	0	0	0	1	1
sapp12764	192	0	0	0	0	0	0	0	0	0	0	0	0
sapp12764	2667	63	22	128	51	84	39	82	51	59	33	74	25
sapp12764	596	270	87	441	174	327	158	252	137	241	129	335	119
sapp12764	198	0	0	0	0	0	0	0	0	0	0	0	0
sapp12770	919	60	76	112	137	103	97	91	98	85	95	88	106
sapp12769	3012	82	1	97	4	85	4	47	7	61	1	58	4
sapp12771	339	0	0	0	0	0	8	0	1	0	0	2	0
sapp12773	750	143	21	276	16	184	48	92	22	93	24	159	19
sapp12790	1998	133	36	230	71	209	72	81	71	133	50	147	54
sapp12788	1111	19	19	58	34	41	23	44	30	41	25	37	26
sapp12784	600	7	0	12	22	1	0	4	0	5	0	4	3
sapp12785	2196	113	26	127	71	126	74	111	60	107	47	98	38
sapp12781	1299	2	1	4	0	5	0	0	0	0	0	0	1
sapp12776	831	86	1089	56	2077	189	1665	168	2559	896	3040	175	2203
sapp12774	825	74	327	43	320	122	382	99	500	226	784	96	604
sapp12778	366	1141	537	1064	1007	1612	1197	996	861	1006	804	1357	904
sapp12787	2017	1423	305	2102	560	1799	588	1119	530	1171	414	1541	494
sapp12783	2579	64	28	136	88	92	73	86	67	116	81	57	43
sapp12780	2686	266	409	420	627	335	500	225	669	417	727	299	637
sapp12779	690	209	119	276	172	346	187	282	176	294	165	282	139
sapp12797	555	32	4	85	10	38	15	57	21	65	6	43	1
sapp12794	1636	230	148	264	168	250	130	195	139	210	99	242	138
sapp12793	525	0	0	0	0	0	0	0	0	0	0	0	0
sapp12799	8579	446	347	746	564	597	509	691	545	617	469	561	430
sapp12792	1995	183	254	153	169	219	206	232	208	227	193	248	205
sapp12798	882	141	5	110	2	73	3	84	5	88	2	107	3
sapp12791	447	0	0	0	0	0	0	21	23	1	0	32	29
sapp12801	4208	170	180	387	274	262	193	358	273	376	189	375	218
sapp12809	1576	33	19	39	33	26	29	34	29	48	44	33	17
sapp12803	1222	1113	923	1789	1713	1242	1599	996	1032	1032	1168	1345	1015
sapp12808	2502	240	52	407	100	316	125	300	92	300	69	265	71
sapp12805	2777	251	99	388	188	252	169	252	121	250	137	267	119
sapp12804	1036	436	41	593	40	365	61	228	132	151	19	278	27
sapp12819	807	64	15	133	66	102	46	79	67	60	43	91	51
sapp12825	3042	279	213	608	359	438	308	448	288	422	308	425	264
sapp12813	1233	148	46	316	125	216	95	173	192	179	71	210	82
sapp12821	963	305	89	630	180	509	129	317	239	359	77	317	99
sapp12824	407	5	0	11	7	5	1	5	5	4	1	0	1
sapp12829	2625	60	143	89	335	116	175	108	242	101	163	105	217
sapp12820	2777	393	128	556	248	486	240	404	216	408	185	422	165
sapp12810	778	26	58	40	78	32	42	29	44	25	53	33	53
sapp12810	2388	274	659	361	983	392	665	254	653	450	702	412	958
sapp12810	287	0	0	0	0	0	0	0	0	0	0	0	0
sapp12817	318	0	3	4	1	1	0	2	0	4	0	0	0
sapp12817	480	1	1	6	2	5	2	3	2	2	1	4	1
sapp12811	1542	37	35	66	102	64	56	48	73	44	53	22	33
sapp12845	579	0	0	0	0	0	0	0	0	0	0	0	0
sapp12843	1557	0	0	0	1	1	1	0	0	0	0	0	1
sapp12830	6279	587	559	794	889	699	780	676	710	813	729	755	622
sapp12836	723	1877	438	2932	927	2641	917	1808	895	2059	805	2124	743
sapp12842	873	25	36	11	56	40	67	52	70	41	75	18	59
sapp12841	1979	592	1461	311	1643	851	1985	891	1843	1284	2609	868	1828
sapp12835	1054	448	171	759	292	563	256	500	187	481	152	545	175
sapp12837	1682	324	493	547	860	419	533	365	485	438	584	417	589
sapp12834	1909	8123	853	19260	1593	9652	1923	8043	1844	8033	1117	9197	1120
sapp12839	1942	415	351	614	643	530	420	546	412	546	474	600	413
sapp12860	1489	165	328	332	638	309	263	288	283	252	283	281	311
sapp12850	2863	2545	21456	1738	32501	3910	23346	3748	35997	12414	39943	4399	36508
sapp12855	5001	0	0	4	3	2	0	7	2	0	1	11	2
sapp12853	2664	1	0	0	0	0	0	0	0	1	0	1	0
sapp12844	7122	2818	3485	3908	6262	3610	3743	3468	4337	3570	3828	4389	4535
sapp12847	442	0	0	0	0	0	0	0	0	0	0	0	0
sapp12847	796	0	0	0	0	0	0	0	1	0	2	0	0
sapp12847	9522	168	266	314	424	284	281	245	261	286	309	249	224
sapp12847	541	1	3	0	16	0	0	0	13	4	41	14	84
sapp12847	492	0	0	0	0	0	0	0	0	0	0	0	0
sapp12847	166	0	1	2	0	0	0	3	1	2	4	0	0
sapp12847	1353	0	0	1	2	2	0	0	1	1	10	4	13
sapp12856	531	0	0	0	0	0	0	0	0	0	0	0	0
sapp12878	1060	102	82	191	112	132	110	154	107	146	108	147	122
sapp12881	1041	329	84	649	197	376	171	381	153	421	161	503	170
sapp12869	1428	82	102	122	169	118	115	124	202	120	105	124	89
sapp12866	753	34	16	48	32	31	15	20	9	20	8	23	11
sapp12877	924	327	176	584	404	416	197	423	163	475	196	388	262
sapp12862	1061	372	171	521	205	563	243	547	180	489	176	612	251
sapp12876	2089	861	2042	2110	30819	4672	21635	11479	51920	26720	76713	12553	61454
sapp12864	1645	672	257	696	575	799	413	521	356	525	377	762	398
sapp12865	97	0	0	0	0	0	0	0	0	0	0	0	0
sapp12865	2029	3	1	3	1	2	4	1	0	0	0	2	1
sapp12865	145	0	0	0	0	0	0	0	0	0	0	0	0
sapp12865	105	0	0	0	0	0	0	0	0	0	0	0	0
sapp12865	99	0	0	0	0	0	0	0	0	0	0	0	0
sapp12865	111	0	0	0	0	0	0	0	0	0	0	0	0
sapp12865	1644	21	7	19	8	15	7	12	4	12	5	12	3
sapp12865	225	3	3	10	6	8	5	3	3	6	6	4	3
sapp12865	121	0	0	0	0	0	0	0	0	0	0	0	0
sapp12873	1317	223	754	152	1031	291	797	288	727	502	1100	369	1108
sapp12875	777	402	146	791	308	577	323	539	297	567	191	430	159
sapp12897	678	2	1	0	0	1	1	0	0	3	0	0	0
sapp12882	1363	333	307	450	396	404	307	459	381	401	320	415	365
sapp12882	1534	49	35	50	53	35	47	62	50	53	49	69	60
sapp12882	570	0	0	0	0	0	0	0	0	0	0	0	0
sapp12893	2038	1431	923	2012	1443	1580	686	1239	618	1356	708	1542	871
sapp12884	2069	100	51	230	103	176	81	176	134	190	58	130	91
sapp12888	214	5	8	5	20	5	7	6	5	7	7	5	7
sapp12888	3800	558	568	829	912	656	702	618	621	607	553	699	527
sapp12888	57	1	0	1	0	1	2	2	1	0	0	0	1
sapp12895	802	195	33	206	73	183	67	153	71	168	50	186	56
sapp12895	1265	2	0	3	2	6	2	8	5	5	2	11	1
sapp12895	743	15	2	14	5	12	6	14	4	9	4	12	2
sapp12885	1311	19	9	8	7	8	14	8	8	16	9	11	2
sapp12899	1629	26	16	35	18	13	20	19	21	21	26	35	14
sapp12886	2728	755	615	1034	962	888	741	842	633	865	687	902	626
sapp12903	780	33	13	33	18	28	7	11	14	8	2	1	1
sapp12900	573	6	0	11	5	2	1	6	1	5	3	4	2
sapp12913	2466	7	20	2	8	3	4	131	157	99	151	153	194
sapp12910	2283	30	65	30	58	18	20	83	129	81	118	97	147
sapp12914	2871	254	524	125	512	160	195	410	633	408	509	403	538
sapp12906	2638	0	0	0	0	0	1	43	58	46	55	40	46
sapp12902	2577	28	9	29	6	26	8	25	8	17	17	34	12
sapp12908	573	0	0	0	0	0	0	24	17	25	23	30	15
sapp12905	1098	1	0	1	0	1	0	5	0	3	5	6	0
sapp12921	2323	915	3397	775	4223	1085	3352	1334	6100	2746	6599	1540	5566
sapp12916	345	0	0	0	0	0	0	0	0	0	0	0	0
sapp12916	138	0	0	0	0	0	0	0	0	0	0	0	0
sapp12916	17	0	3	0	2	0	0	2	2	2	1	4	7
sapp12916	845	69	170	30	67	35	84	56	159	70	128	58	103
sapp12916	117	1	2	0	1	0	1	2	6	2	4	1	2
sapp12916	1501	27	136	13	21	14	38	15	32	31	74	7	44
sapp12916	87	3	5	3	1	2	4	3	10	6	9	2	2
sapp12920	906	18	10	24	5	21	16	42	11	12	14	7	12
sapp12918	1056	0	0	0	0	0	0	0	0	0	0	0	0
sapp12919	717	0	0	0	0	0	0	0	0	0	0	0	0
sapp12922	393	17	3	13	1	27	10	8	1	15	2	11	5
sapp12923	1217	0	1	0	1	0	1	0	7	2	2	3	6
sapp12924	633	1	0	0	1	0	2	0	1	0	3	2	1
sapp12926	4375	438	359	660	598	625	436	501	392	574	355	574	366
sapp12933	414	0	0	0	0	0	0	0	0	1	0	0	0
sapp12932	306	3	0	1	0	3	0	1	0	2	0	1	0
sapp12931	159	0	0	0	0	0	0	0	0	0	0	0	0
sapp12929	2069	141	65	261	119	201	143	157	102	183	124	198	90
sapp12925	1508	60	19	95	58	86	37	130	108	124	69	93	61
sapp12928	1998	0	3	0	11	0	7	2	32	21	20	2	26
sapp12935	606	0	0	0	0	0	0	0	0	0	0	0	0
sapp12939	1035	47	34	64	42	67	41	43	39	56	27	47	32
sapp12940	1755	136	74	235	143	208	108	153	91	178	88	177	97
sapp12934	468	0	0	0	0	0	0	0	0	0	0	0	0
sapp12945	1199	112	369	92	295	214	371	236	402	238	500	172	359
sapp12947	276	0	0	0	0	0	0	0	0	0	0	0	2
sapp12949	1761	0	0	0	0	0	0	0	0	0	0	0	0
sapp12951	408	0	0	0	0	0	0	0	0	0	0	0	1
sapp12961	414	8	3	6	11	7	6	3	6	5	2	12	3
sapp12959	1563	228	228	359	380	296	293	245	286	287	251	268	207
sapp12958	813	3	0	2	1	3	0	1	4	1	6	0	3
sapp12953	738	0	0	0	0	0	0	0	0	0	0	0	0
sapp12957	2190	0	0	0	0	0	0	0	0	0	1	0	0
sapp12964	372	0	0	0	0	0	0	0	0	0	0	0	0
sapp37704	1443	0	0	0	0	0	0	0	0	0	0	0	0
sapp37705	561	0	0	0	0	0	0	0	0	0	0	0	1
sapp37709	4586	418	183	535	198	441	184	521	234	428	303	441	193
sapp37709	1100	0	0	0	0	0	1	1	3	0	1	0	0
sapp37709	747	0	0	0	0	0	0	0	0	0	0	0	0
sapp37707	867	0	0	0	0	0	0	0	0	0	0	0	0
sapp37712	884	528	255	923	336	609	204	593	170	692	174	605	220
sapp37708	626	0	1	0	0	0	0	0	1	1	0	1	0
sapp37720	882	0	0	0	0	1	0	2	0	1	0	2	0
sapp37716	213	87	78	126	90	101	84	152	102	123	109	106	112
sapp37717	402	0	7	0	40	0	5	0	0	0	1	0	10
sapp37729	1008	0	0	0	0	0	0	0	0	0	0	0	0
sapp37722	1065	0	0	0	0	0	0	0	0	0	0	0	0
sapp37726	184	0	0	0	0	0	0	0	0	0	0	0	0
sapp27583	2072	2	0	1	3	1	0	10	2	13	2	26	9
sapp27587	1058	0	1	5	5	2	7	1	6	2	6	2	3
sapp27584	1587	419	394	717	654	568	443	395	342	462	388	441	338
sapp27590	645	9	1	17	1	11	2	2	0	3	0	3	4
sapp27592	321	0	0	0	0	0	0	0	0	0	0	1	0
sapp27591	618	3	12	5	11	6	11	6	0	2	1	2	1
sapp27588	1733	1091	995	1495	1129	1020	999	769	682	979	879	834	595
sapp27589	75	0	0	0	0	0	0	0	0	0	0	0	0
sapp27589	1632	12	8	17	16	18	6	15	4	15	6	21	6
sapp27589	719	159	85	295	173	225	112	157	96	150	73	177	78
sapp27593	1261	192	52	261	102	204	128	179	67	182	48	184	57
sapp27596	444	0	0	0	0	0	0	0	0	0	0	0	0
sapp27595	990	1	4	36	18	15	3	0	0	3	2	1	5
sapp27599	2090	0	0	44	26	34	20	93	55	103	131	54	41
sapp27597	210	1	0	0	2	1	0	0	0	0	1	0	0
sapp27594	1737	1	0	10	0	7	0	0	0	2	0	0	0
sapp27601	1018	0	0	0	0	0	0	0	0	1	0	0	0
sapp27603	1860	0	0	0	0	0	0	0	0	0	0	0	0
sapp27602	2658	0	0	465	138	258	80	0	1	1	0	131	63
sapp27604	567	0	0	0	0	0	0	0	0	0	0	0	0
sapp27600	269	0	0	0	0	0	0	0	0	0	0	0	0
sapp27613	984	53	4	223	53	129	14	27	18	81	10	195	43
sapp27614	1446	0	0	46	11	33	5	9	9	23	3	41	20
sapp27619	663	0	0	0	0	0	0	2	7	1	2	2	4
sapp27616	402	0	3	1	3	0	4	1	2	3	6	2	4
sapp27606	1418	0	0	0	0	0	0	0	0	0	0	1	1
sapp27618	486	0	0	2	0	2	1	2	0	2	3	4	3
sapp27610	3490	0	0	2	1	0	0	0	0	1	2	0	0
sapp27617	513	0	0	0	0	0	0	0	0	0	0	0	0
sapp27617	535	3	3	7	9	6	6	17	11	8	10	12	17
sapp27617	255	4	9	10	25	9	10	18	21	13	18	19	26
sapp27608	1136	1	0	3	0	2	0	1	0	2	0	0	1
sapp27615	372	0	0	0	0	0	0	0	0	0	0	0	0
sapp27625	609	0	0	0	0	0	0	0	0	0	1	0	0
sapp27620	1399	7	2	7	2	8	2	7	2	3	2	3	1
sapp27622	1433	48	27	114	74	72	54	151	152	201	254	202	170
sapp27621	300	0	0	0	0	0	0	0	0	0	0	0	0
sapp27623	699	0	0	0	1	0	0	0	0	0	0	0	0
sapp27624	219	0	0	0	0	0	0	0	0	0	0	0	0
sapp27628	852	1	9	0	4	1	1	3	7	1	17	1	14
sapp27629	2076	2	0	2	0	1	0	0	0	0	0	0	0
sapp27632	810	4	14	1	10	8	2	1	10	16	5	1	21
sapp27634	453	0	0	0	0	0	0	0	0	0	0	0	0
sapp27635	2851	43	10	115	59	112	73	38	26	41	30	20	8
sapp27633	513	0	0	0	0	0	0	0	0	0	0	0	0
sapp27636	1002	0	0	0	0	0	0	1	0	0	0	1	0
sapp50371	2779	2390	1895	3515	3324	3071	2880	2426	2589	2596	2418	2859	2094
sapp50371	66	14	11	28	21	20	19	24	15	7	13	10	9
sapp50376	4364	447	1485	484	2026	457	774	680	1027	741	1009	533	1010
sapp50373	1407	93	1	133	6	70	17	53	9	50	9	59	13
sapp50379	1386	527	447	705	851	693	675	552	574	575	580	653	492
sapp50385	2356	204	414	340	704	321	647	297	444	305	369	324	397
sapp50388	1737	351	163	664	311	540	300	422	286	564	242	490	215
sapp50383	1365	236	6	267	24	204	65	173	92	212	62	172	59
sapp50375	2534	647	294	986	437	796	397	775	466	763	459	740	355
sapp50368	750	13	0	10	2	15	4	8	3	8	5	6	3
sapp50370	2627	455	33	763	29	401	104	564	43	489	45	463	42
sapp50384	2229	146	7	302	37	142	24	155	53	173	25	139	15
sapp50387	3410	384	528	731	802	641	587	480	483	614	558	499	434
sapp50381	1523	49	11	62	14	37	22	41	13	40	19	62	17
sapp50386	1198	44	5	113	19	19	12	8	2	3	0	5	3
sapp50377	5578	159	46	266	94	223	78	204	55	163	56	221	60
sapp50372	1447	29	0	30	2	37	2	10	0	25	0	14	0
sapp50378	408	6	0	0	0	6	2	9	1	5	0	13	0
sapp50369	315	7	41	4	66	5	92	28	150	19	90	16	128
sapp25206	943	66	433	71	584	105	482	94	467	252	447	176	523
sapp25209	588	0	0	0	0	0	0	0	0	0	0	0	0
sapp25208	780	74	25	94	49	90	56	71	54	68	42	80	50
sapp25211	1779	819	748	1136	1381	1218	1089	1158	1202	995	1162	1179	1170
sapp25207	705	0	0	0	0	0	0	0	0	0	0	0	0
sapp25219	267	0	0	0	0	0	0	0	0	0	0	0	0
sapp25222	2609	74	25	64	107	117	103	87	29	142	95	252	37
sapp25215	954	0	0	0	0	1	0	0	0	0	0	0	0
sapp25217	666	0	0	0	0	0	0	0	0	0	0	0	0
sapp25220	1041	0	0	0	0	0	0	0	0	0	0	0	0
sapp25218	594	0	0	0	0	0	0	0	0	0	0	0	0
sapp25214	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp25221	264	0	0	0	0	0	0	0	0	0	0	0	0
sapp25213	261	0	0	0	0	0	0	0	0	0	0	0	0
sapp25224	282	0	0	0	0	0	0	0	0	0	0	0	0
sapp25225	300	0	0	0	0	0	1	0	0	0	0	0	0
sapp25226	384	0	0	0	0	0	0	0	0	0	0	0	0
sapp25227	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp25229	1365	520	553	778	910	731	709	573	581	636	615	656	620
sapp25232	2123	130	5	199	2	167	15	145	7	118	5	132	10
sapp25233	186	0	0	0	0	0	0	0	0	2	1	0	0
sapp25233	1389	134	54	232	87	178	87	180	96	200	87	154	56
sapp25233	238	1	1	0	0	2	2	1	0	1	5	1	1
sapp25234	3782	512	536	855	856	708	534	714	589	692	495	659	566
sapp25236	261	0	0	0	0	0	0	0	0	0	0	0	0
sapp25235	438	0	0	0	0	0	0	0	0	0	0	0	0
sapp25239	286	0	0	0	0	0	0	0	0	0	0	0	0
sapp25237	363	0	0	0	0	0	0	0	0	0	0	0	0
sapp25244	2349	329	218	469	330	464	289	376	261	353	192	403	216
sapp25246	1577	32	4	97	49	81	29	123	97	95	96	91	64
sapp25242	374	0	0	0	0	0	0	0	0	0	0	0	0
sapp25243	318	0	0	0	0	0	0	0	0	0	0	0	0
sapp25243	390	0	0	0	0	0	0	0	0	0	0	0	0
sapp25249	2627	2136	581	3508	1008	2779	1090	2467	904	2372	845	2608	861
sapp25248	675	0	0	1	0	1	0	0	0	1	0	0	0
